Date,Open,High,Low,Close,Adj Close,Volume
2019-01-16,134.490005,135.539993,133.070007,133.839996,133.839996,159500
2019-01-17,133.600006,135.720001,133.479996,134.880005,134.880005,119100
2019-01-18,135.119995,137.660004,127.519997,136.320007,136.320007,81300
2019-01-22,135.729996,138.490005,135.240005,137.240005,137.240005,81200
2019-01-23,137.229996,139.110001,136.119995,137.479996,137.479996,71700
2019-01-24,137.389999,138.559998,135.460007,138.279999,138.279999,55700
2019-01-25,139.050003,139.889999,138.320007,139.399994,139.399994,53400
2019-01-28,138.220001,140.229996,133.259995,138.509995,138.509995,82700
2019-01-29,138.479996,138.960007,136.960007,138.270004,138.270004,112500
2019-01-30,128.100006,139.899994,125.349998,127.370003,127.370003,563300
2019-01-31,125.940002,128.899994,125.940002,126.889999,126.889999,226300
2019-02-01,127.769997,128.669998,127.029999,128.039993,128.039993,158100
2019-02-04,127.000000,130.690002,127.000000,130.050003,130.050003,156900
2019-02-05,130.000000,132.839996,129.550003,132.149994,132.149994,165500
2019-02-06,131.929993,131.929993,128.149994,128.270004,128.270004,189200
2019-02-07,128.149994,129.589996,127.820000,129.139999,129.139999,98000
2019-02-08,128.410004,131.449997,128.410004,130.779999,130.779999,266700
2019-02-11,132.869995,137.080002,132.869995,136.800003,136.800003,114900
2019-02-12,138.089996,142.160004,137.100006,142.110001,142.110001,119100
2019-02-13,142.550003,143.000000,139.690002,140.429993,140.429993,121300
2019-02-14,140.339996,142.399994,139.820007,140.059998,140.059998,119200
2019-02-15,140.750000,141.330002,139.869995,141.059998,141.059998,100200
2019-02-19,140.779999,142.000000,140.320007,141.910004,141.910004,103000
2019-02-20,141.880005,143.350006,140.240005,140.419998,140.419998,148500
2019-02-21,140.389999,143.380005,140.389999,143.130005,143.130005,93800
2019-02-22,143.139999,145.449997,142.750000,145.410004,145.410004,101200
2019-02-25,146.339996,147.449997,144.880005,146.190002,146.190002,119000
2019-02-26,146.139999,146.139999,141.789993,141.800003,141.800003,88000
2019-02-27,141.509995,141.699997,140.020004,141.190002,141.190002,75800
2019-02-28,141.009995,142.690002,139.669998,141.500000,141.500000,77900
2019-03-01,142.240005,144.649994,141.550003,141.740005,141.740005,85700
2019-03-04,142.350006,142.350006,137.970001,139.309998,139.309998,98500
2019-03-05,139.320007,139.389999,138.220001,138.660004,138.660004,53700
2019-03-06,138.669998,139.089996,136.380005,136.970001,136.970001,130700
2019-03-07,136.889999,138.110001,135.809998,137.350006,137.350006,84600
2019-03-08,136.270004,138.580002,135.509995,138.119995,138.119995,120200
2019-03-11,138.270004,143.059998,138.089996,143.000000,143.000000,133900
2019-03-12,143.070007,145.330002,137.490005,145.190002,145.190002,140900
2019-03-13,145.800003,148.080002,145.190002,147.500000,147.500000,191600
2019-03-14,147.419998,148.350006,145.460007,148.000000,148.000000,120500
2019-03-15,148.539993,149.910004,147.789993,148.330002,148.330002,261300
2019-03-18,148.199997,148.630005,146.179993,147.830002,147.830002,85500
2019-03-19,148.190002,148.500000,146.610001,147.399994,147.399994,79200
2019-03-20,147.050003,148.220001,145.110001,147.539993,147.539993,106400
2019-03-21,147.440002,150.500000,146.410004,149.619995,149.619995,76200
2019-03-22,149.000000,149.460007,143.610001,143.830002,143.830002,89800
2019-03-25,143.330002,144.869995,141.759995,144.089996,144.089996,74200
2019-03-26,144.600006,146.029999,143.789993,145.649994,145.649994,57300
2019-03-27,145.320007,146.440002,141.779999,143.619995,143.619995,94400
2019-03-28,143.830002,145.589996,143.149994,144.800003,144.800003,59900
2019-03-29,144.979996,147.500000,142.199997,144.250000,144.250000,88100
2019-04-01,145.240005,147.410004,143.789993,147.339996,147.339996,102100
2019-04-02,147.149994,147.169998,143.860001,146.199997,146.199997,56000
2019-04-03,146.779999,148.669998,146.669998,147.929993,147.929993,63400
2019-04-04,147.979996,147.979996,142.970001,144.570007,144.570007,49600
2019-04-05,144.630005,146.690002,144.559998,146.520004,146.520004,64800
2019-04-08,146.110001,146.339996,143.940002,144.419998,144.419998,64000
2019-04-09,144.309998,145.259995,143.690002,144.130005,144.130005,54200
2019-04-10,144.130005,147.839996,143.679993,147.740005,147.740005,67400
2019-04-11,147.350006,149.619995,145.830002,148.520004,148.520004,64800
2019-04-12,149.389999,150.929993,148.080002,150.649994,150.649994,52700
2019-04-15,150.350006,152.380005,148.850006,149.539993,149.539993,77200
2019-04-16,150.119995,151.389999,148.720001,151.119995,151.119995,65500
2019-04-17,151.479996,152.000000,146.550003,148.110001,148.110001,74300
2019-04-18,147.720001,148.130005,143.580002,146.479996,146.479996,84600
2019-04-22,145.830002,148.309998,144.009995,147.339996,147.339996,97900
2019-04-23,147.940002,149.479996,147.339996,149.160004,149.160004,117700
2019-04-24,149.570007,150.809998,149.119995,149.539993,149.539993,70900
2019-04-25,149.240005,150.660004,147.009995,148.000000,148.000000,71800
2019-04-26,148.240005,149.850006,147.529999,149.419998,149.419998,100600
2019-04-29,149.729996,151.080002,148.410004,149.229996,149.229996,101500
2019-04-30,149.919998,151.979996,147.050003,149.699997,149.699997,134700
2019-05-01,142.520004,149.690002,139.809998,141.020004,141.020004,350800
2019-05-02,140.740005,142.350006,139.669998,140.839996,140.839996,94800
2019-05-03,142.009995,148.139999,140.309998,141.029999,141.029999,90900
2019-05-06,139.619995,142.119995,139.600006,141.449997,141.449997,78500
2019-05-07,140.110001,141.080002,137.949997,138.869995,138.869995,111400
2019-05-08,138.300003,139.389999,136.880005,137.970001,137.970001,100400
2019-05-09,136.869995,138.669998,135.539993,138.130005,138.130005,87900
2019-05-10,137.679993,139.389999,135.500000,139.259995,139.259995,79300
2019-05-13,137.089996,137.279999,134.839996,135.050003,135.050003,84500
2019-05-14,135.490005,136.800003,134.820007,136.500000,136.500000,62600
2019-05-15,135.660004,137.820007,135.179993,136.220001,136.220001,48400
2019-05-16,136.559998,138.559998,136.559998,138.059998,138.059998,42000
2019-05-17,137.119995,138.559998,136.809998,136.839996,136.839996,90600
2019-05-20,135.960007,137.100006,135.600006,136.270004,136.270004,73400
2019-05-21,136.979996,139.139999,136.389999,137.309998,137.309998,90000
2019-05-22,137.050003,137.800003,135.449997,136.270004,136.270004,54600
2019-05-23,135.460007,136.160004,133.179993,133.919998,133.919998,80500
2019-05-24,134.600006,135.100006,133.000000,134.080002,134.080002,76300
2019-05-28,134.050003,136.410004,134.050003,135.330002,135.330002,63900
2019-05-29,134.559998,135.050003,133.279999,133.750000,133.750000,51500
2019-05-30,134.429993,135.190002,132.479996,133.660004,133.660004,64300
2019-05-31,132.350006,134.850006,131.610001,132.910004,132.910004,61500
2019-06-03,133.070007,133.070007,130.259995,130.899994,130.899994,77100
2019-06-04,132.009995,133.880005,131.009995,133.820007,133.820007,59000
2019-06-05,134.330002,135.679993,133.289993,134.380005,134.380005,64300
2019-06-06,134.300003,134.970001,132.529999,134.410004,134.410004,60900
2019-06-07,134.889999,137.259995,134.520004,137.139999,137.139999,57400
2019-06-10,138.300003,141.009995,136.259995,136.550003,136.550003,94200
2019-06-11,137.369995,137.690002,133.470001,134.139999,134.139999,60100
2019-06-12,133.820007,133.820007,131.309998,132.679993,132.679993,89300
2019-06-13,133.289993,137.410004,131.300003,132.050003,132.050003,141400
2019-06-14,131.479996,133.979996,130.970001,133.649994,133.649994,64800
2019-06-17,134.330002,148.500000,134.330002,141.250000,141.250000,329400
2019-06-18,142.320007,147.679993,142.320007,145.589996,145.589996,193500
2019-06-19,145.580002,148.800003,143.860001,147.669998,147.669998,165800
2019-06-20,149.580002,149.889999,147.000000,147.889999,147.889999,118300
2019-06-21,147.270004,149.580002,144.080002,146.720001,146.720001,737800
2019-06-24,146.850006,147.460007,141.070007,141.580002,141.580002,130000
2019-06-25,141.550003,141.550003,139.100006,140.160004,140.160004,114700
2019-06-26,140.020004,140.300003,138.720001,139.119995,139.119995,83000
2019-06-27,139.289993,142.100006,139.289993,141.029999,141.029999,81300
2019-06-28,141.500000,143.929993,140.029999,143.309998,143.309998,457200
2019-07-01,143.000000,144.309998,139.800003,140.029999,140.029999,168900
2019-07-02,140.770004,141.320007,139.389999,140.500000,140.500000,71800
2019-07-03,140.550003,142.210007,139.949997,141.160004,141.160004,42500
2019-07-05,140.289993,140.910004,137.559998,140.240005,140.240005,64300
2019-07-08,139.199997,139.199997,125.339996,125.930000,125.930000,359200
2019-07-09,125.940002,126.970001,123.650002,123.989998,123.989998,227900
2019-07-10,124.370003,125.570000,122.760002,122.959999,122.959999,131800
2019-07-11,123.010002,123.930000,122.290001,122.790001,122.790001,130000
2019-07-12,122.790001,123.419998,120.500000,123.019997,123.019997,123800
2019-07-15,122.970001,124.720001,122.809998,123.620003,123.620003,99800
2019-07-16,123.410004,124.730003,123.080002,124.500000,124.500000,105100
2019-07-17,124.239998,125.000000,122.089996,122.510002,122.510002,112000
2019-07-18,122.209999,123.000000,120.860001,122.660004,122.660004,109600
2019-07-19,122.970001,123.410004,121.750000,121.750000,121.750000,82300
2019-07-22,121.830002,122.900002,121.480003,122.250000,122.250000,75400
2019-07-23,122.809998,122.809998,121.099998,121.580002,121.580002,63800
2019-07-24,120.989998,122.730003,120.529999,122.730003,122.730003,66000
2019-07-25,122.430000,122.589996,121.120003,122.190002,122.190002,49600
2019-07-26,122.589996,123.839996,122.449997,123.320000,123.320000,83400
2019-07-29,123.129997,124.040001,121.129997,122.180000,122.180000,127700
2019-07-30,121.410004,123.930000,121.160004,123.190002,123.190002,111800
2019-07-31,127.000000,140.720001,127.000000,136.729996,136.729996,378000
2019-08-01,137.000000,139.080002,134.500000,135.479996,135.479996,126300
2019-08-02,134.949997,137.429993,133.149994,134.300003,134.300003,152600
2019-08-05,132.460007,134.789993,130.610001,132.520004,132.520004,116600
2019-08-06,134.149994,135.889999,132.589996,134.100006,134.100006,130000
2019-08-07,132.449997,139.240005,131.139999,138.350006,138.350006,120000
2019-08-08,138.869995,141.399994,138.710007,140.270004,140.270004,126300
2019-08-09,139.470001,143.559998,138.960007,140.699997,140.699997,82400
2019-08-12,139.589996,140.940002,138.020004,140.740005,140.740005,142700
2019-08-13,140.419998,142.000000,138.210007,138.729996,138.729996,144000
2019-08-14,137.110001,139.339996,135.529999,137.949997,137.949997,130200
2019-08-15,137.990005,138.250000,135.899994,136.389999,136.389999,81700
2019-08-16,137.289993,138.059998,135.869995,137.330002,137.330002,264800
2019-08-19,138.820007,140.699997,136.710007,139.750000,139.750000,100100
2019-08-20,139.770004,141.750000,137.130005,140.509995,140.509995,69500
2019-08-21,141.660004,142.899994,140.839996,140.889999,140.889999,146100
2019-08-22,140.699997,142.559998,140.330002,141.220001,141.220001,50400
2019-08-23,140.589996,142.279999,137.610001,138.110001,138.110001,46300
2019-08-26,139.169998,140.080002,137.800003,139.619995,139.619995,76800
2019-08-27,140.449997,141.210007,138.000000,138.720001,138.720001,107800
2019-08-28,138.500000,139.979996,136.869995,139.460007,139.460007,106300
2019-08-29,140.690002,142.110001,139.449997,141.389999,141.389999,83300
2019-08-30,142.520004,143.809998,141.500000,143.289993,143.289993,146600
2019-09-03,142.479996,144.360001,141.860001,143.600006,143.600006,123600
2019-09-04,144.830002,144.830002,135.919998,137.169998,137.169998,293300
2019-09-05,137.850006,142.100006,137.369995,141.410004,141.410004,125500
2019-09-06,142.100006,142.750000,139.839996,139.889999,139.889999,70200
2019-09-09,139.779999,143.919998,137.929993,143.690002,143.690002,117200
2019-09-10,141.850006,144.960007,140.690002,144.960007,144.960007,117900
2019-09-11,144.949997,147.660004,143.139999,147.539993,147.539993,115700
2019-09-12,147.589996,150.000000,147.259995,148.399994,148.399994,127300
2019-09-13,148.500000,149.410004,145.339996,145.779999,145.779999,121400
2019-09-16,144.839996,147.589996,144.289993,147.449997,147.449997,129600
2019-09-17,146.839996,149.789993,146.389999,149.009995,149.009995,98600
2019-09-18,148.880005,150.389999,146.710007,148.130005,148.130005,98400
2019-09-19,148.169998,153.460007,148.169998,150.449997,150.449997,113800
2019-09-20,150.529999,152.770004,147.279999,149.050003,149.050003,263900
2019-09-23,148.639999,151.369995,147.820007,150.589996,150.589996,62700
2019-09-24,152.259995,152.259995,147.919998,148.880005,148.880005,109700
2019-09-25,148.809998,150.000000,144.800003,149.570007,149.570007,52900
2019-09-26,149.460007,151.580002,147.720001,149.369995,149.369995,37900
2019-09-27,149.100006,149.100006,145.740005,147.029999,147.029999,50400
2019-09-30,147.160004,149.119995,146.429993,148.369995,148.369995,78000
2019-10-01,148.389999,149.899994,146.149994,146.339996,146.339996,60500
2019-10-02,145.860001,145.860001,143.089996,144.899994,144.899994,69900
2019-10-03,145.080002,146.529999,142.580002,145.419998,145.419998,47400
2019-10-04,145.750000,148.009995,145.220001,146.589996,146.589996,47800
2019-10-07,146.729996,148.149994,145.399994,147.350006,147.350006,64400
2019-10-08,147.289993,147.410004,143.500000,143.960007,143.960007,57800
2019-10-09,145.059998,146.000000,144.320007,144.369995,144.369995,62300
2019-10-10,144.759995,144.759995,143.100006,143.520004,143.520004,77200
2019-10-11,145.000000,145.270004,143.339996,144.149994,144.149994,52400
2019-10-14,143.940002,144.820007,142.649994,143.940002,143.940002,64900
2019-10-15,144.199997,144.740005,143.000000,144.179993,144.179993,48500
2019-10-16,144.020004,144.929993,142.559998,143.410004,143.410004,58600
2019-10-17,144.169998,145.000000,142.399994,143.720001,143.720001,83700
2019-10-18,143.750000,144.110001,139.580002,143.149994,143.149994,76800
2019-10-21,143.850006,144.710007,142.649994,144.020004,144.020004,31700
2019-10-22,144.179993,145.089996,142.660004,143.020004,143.020004,42000
2019-10-23,142.720001,144.800003,141.949997,142.600006,142.600006,50400
2019-10-24,143.100006,144.789993,143.100006,144.600006,144.600006,41400
2019-10-25,144.440002,146.610001,143.630005,145.770004,145.770004,45000
2019-10-28,146.000000,147.289993,145.690002,146.169998,146.169998,39900
2019-10-29,146.000000,147.470001,145.250000,146.649994,146.649994,42700
2019-10-30,150.960007,154.399994,149.000000,153.410004,153.410004,81800
2019-10-31,153.279999,154.500000,151.850006,153.250000,153.250000,54800
2019-11-01,153.570007,154.850006,151.250000,153.690002,153.690002,70100
2019-11-04,154.990005,155.139999,152.259995,153.509995,153.509995,68400
2019-11-05,154.210007,156.089996,153.270004,155.000000,155.000000,67200
2019-11-06,154.669998,155.690002,153.110001,154.960007,154.960007,68900
2019-11-07,155.800003,156.809998,154.429993,155.779999,155.779999,59300
2019-11-08,155.339996,157.070007,154.130005,156.130005,156.130005,65300
2019-11-11,155.570007,156.220001,154.820007,155.919998,155.919998,59200
2019-11-12,156.149994,158.070007,155.880005,158.059998,158.059998,71800
2019-11-13,157.289993,158.500000,156.000000,156.960007,156.960007,64300
2019-11-14,157.240005,158.130005,155.979996,156.639999,156.639999,65900
2019-11-15,157.119995,157.509995,155.000000,156.399994,156.399994,44500
2019-11-18,156.110001,157.289993,155.119995,155.229996,155.229996,52700
2019-11-19,155.619995,158.899994,155.529999,157.490005,157.490005,50700
2019-11-20,157.000000,157.460007,153.119995,154.020004,154.020004,78800
2019-11-21,154.539993,154.539993,148.970001,149.500000,149.500000,78000
2019-11-22,150.199997,152.289993,148.699997,151.600006,151.600006,50100
2019-11-25,152.000000,153.050003,151.399994,152.759995,152.759995,53100
2019-11-26,152.289993,153.350006,151.679993,152.399994,152.399994,79200
2019-11-27,152.000000,153.300003,151.740005,152.619995,152.619995,36700
2019-11-29,150.990005,151.350006,149.000000,150.330002,150.330002,51300
2019-12-02,150.720001,150.720001,148.419998,150.080002,150.080002,87700
2019-12-03,149.020004,151.110001,147.279999,149.979996,149.979996,221500
